username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
irishskater425,2015-08-20 19:23,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bV9W pic.twitter.com/9FYBqJ8Z2x",,@TampaElectric,#WeAreALLTampaBay,"634505944387428353",https://twitter.com/irishskater425/status/634505944387428353
TaviaRena,2015-08-20 19:21,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVhK pic.twitter.com/fLoFoYvf06",,@TampaElectric,#WeAreALLTampaBay,"634505443453325313",https://twitter.com/TaviaRena/status/634505443453325313
sonnyweems5658,2015-08-20 19:19,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVfL pic.twitter.com/pSs6pOOkzw",,@TampaElectric,#WeAreALLTampaBay,"634504941508382721",https://twitter.com/sonnyweems5658/status/634504941508382721
jamesfisher4512,2015-08-20 19:19,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVfD pic.twitter.com/F4t85fxApQ",,@TampaElectric,#WeAreALLTampaBay,"634504937649635328",https://twitter.com/jamesfisher4512/status/634504937649635328
RandySm12897207,2015-08-20 19:18,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVdj pic.twitter.com/DxYwa3HuEB",,@TampaElectric,#WeAreALLTampaBay,"634504686469558272",https://twitter.com/RandySm12897207/status/634504686469558272
riley12012,2015-08-20 19:15,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVdF pic.twitter.com/X4iONKWN15",,@TampaElectric,#WeAreALLTampaBay,"634504180451950592",https://twitter.com/riley12012/status/634504180451950592
momnbabyreviews,2015-08-20 19:13,9,1,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVds pic.twitter.com/gD9x2BAlJS",,@TampaElectric,#WeAreALLTampaBay,"634503429252063232",https://twitter.com/momnbabyreviews/status/634503429252063232
lupineatx19,2015-08-20 19:12,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVby pic.twitter.com/39JYYL8oZr",,@TampaElectric,#WeAreALLTampaBay,"634503178004889604",https://twitter.com/lupineatx19/status/634503178004889604
mommyguru,2015-08-20 19:12,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVf9 pic.twitter.com/uaaEPU5arO",,@TampaElectric,#WeAreALLTampaBay,"634503176696279040",https://twitter.com/mommyguru/status/634503176696279040
cubed,2015-08-20 19:07,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVh3 pic.twitter.com/769JePuPkU",,@TampaElectric,#WeAreALLTampaBay,"634501917079674884",https://twitter.com/cubed/status/634501917079674884
SteveSmithCCM,2015-08-20 19:05,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgT pic.twitter.com/cRMnTKVcPi",,@TampaElectric,#WeAreALLTampaBay,"634501415612891137",https://twitter.com/SteveSmithCCM/status/634501415612891137
bbproductreview,2015-08-20 19:02,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVcd pic.twitter.com/NPkkz6EHg7",,@TampaElectric,#WeAreALLTampaBay,"634500664681496580",https://twitter.com/bbproductreview/status/634500664681496580
borinquen123,2015-08-20 18:53,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVc0 pic.twitter.com/JRFq40CcLg",,@TampaElectric,#WeAreALLTampaBay,"634498644675268613",https://twitter.com/borinquen123/status/634498644675268613
Mizvanilla,2015-08-20 18:50,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVbj pic.twitter.com/jiUnJXWNcW",,@TampaElectric,#WeAreALLTampaBay,"634497644447051776",https://twitter.com/Mizvanilla/status/634497644447051776
planetaby,2015-08-20 18:50,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVf5 pic.twitter.com/B3TmXONWk2",,@TampaElectric,#WeAreALLTampaBay,"634497644421906437",https://twitter.com/planetaby/status/634497644421906437
hobohilt,2015-08-20 18:47,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVg3 pic.twitter.com/ijWeaSyaG4",,@TampaElectric,#WeAreALLTampaBay,"634497134428057600",https://twitter.com/hobohilt/status/634497134428057600
SuperSpiderdad,2015-08-20 18:38,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVhL pic.twitter.com/BJ1fZylZpJ",,@TampaElectric,#WeAreALLTampaBay,"634494620437729281",https://twitter.com/SuperSpiderdad/status/634494620437729281
MchaggawaMoshi,2015-08-20 18:37,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgr pic.twitter.com/CANhK5iwwg",,@TampaElectric,#WeAreALLTampaBay,"634494370947928064",https://twitter.com/MchaggawaMoshi/status/634494370947928064
ajdowdy,2015-08-20 18:36,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgg pic.twitter.com/LaYje5zVK8",,@TampaElectric,#WeAreALLTampaBay,"634494366229397504",https://twitter.com/ajdowdy/status/634494366229397504
dindagail,2015-08-20 18:34,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVcp pic.twitter.com/6zLCkpFgab",,@TampaElectric,#WeAreALLTampaBay,"634493669047947264",https://twitter.com/dindagail/status/634493669047947264
phyllis1951,2015-08-20 18:32,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVbT pic.twitter.com/WCkIJ4ee8h",,@TampaElectric,#WeAreALLTampaBay,"634493358493335552",https://twitter.com/phyllis1951/status/634493358493335552
SEXI_LENNA,2015-08-20 18:31,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVg9 pic.twitter.com/qpakkyoWP8",,@TampaElectric,#WeAreALLTampaBay,"634492866564345856",https://twitter.com/SEXI_LENNA/status/634492866564345856
BrentsBaby2009,2015-08-20 18:31,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgD pic.twitter.com/dB2twuDqbQ",,@TampaElectric,#WeAreALLTampaBay,"634492857580191744",https://twitter.com/BrentsBaby2009/status/634492857580191744
bellaleoness,2015-08-20 18:27,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVd2 pic.twitter.com/KhMoFfxmtO",,@TampaElectric,#WeAreALLTampaBay,"634491850359992320",https://twitter.com/bellaleoness/status/634491850359992320
Tinkalabell,2015-08-20 18:20,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgK pic.twitter.com/c6DrwyPNZr",,@TampaElectric,#WeAreALLTampaBay,"634490091168206848",https://twitter.com/Tinkalabell/status/634490091168206848
machaggamwema,2015-08-20 18:16,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVdh pic.twitter.com/yZclK953sS",,@TampaElectric,#WeAreALLTampaBay,"634489083222470656",https://twitter.com/machaggamwema/status/634489083222470656
jen51072,2015-08-20 18:15,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgt pic.twitter.com/tyqM2HyFBt",,@TampaElectric,#WeAreALLTampaBay,"634488836551258112",https://twitter.com/jen51072/status/634488836551258112
Deb55106,2015-08-20 18:11,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVdn pic.twitter.com/lNSwXbd0X2",,@TampaElectric,#WeAreALLTampaBay,"634487826269274112",https://twitter.com/Deb55106/status/634487826269274112
jasonheff12,2015-08-20 18:10,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVcL pic.twitter.com/O1Q7Z98fHi",,@TampaElectric,#WeAreALLTampaBay,"634487579522547714",https://twitter.com/jasonheff12/status/634487579522547714
shellypotts2143,2015-08-20 18:07,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVfg pic.twitter.com/6TIVrmTJzW",,@TampaElectric,#WeAreALLTampaBay,"634486825017589760",https://twitter.com/shellypotts2143/status/634486825017589760
TampaontheMove,2015-08-20 17:59,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgX pic.twitter.com/CXrXOBdFb5",,@TampaElectric,#WeAreALLTampaBay,"634485054618664961",https://twitter.com/TampaontheMove/status/634485054618664961
slimshadygirl10,2015-08-20 17:59,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVf6 pic.twitter.com/lXOymIQoDu",,@TampaElectric,#WeAreALLTampaBay,"634484806554906624",https://twitter.com/slimshadygirl10/status/634484806554906624
DivineforHealth,2015-08-20 17:59,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVg6 pic.twitter.com/GiUdHJDWeQ",,@TampaElectric,#WeAreALLTampaBay,"634484806282289152",https://twitter.com/DivineforHealth/status/634484806282289152
RealDaveT,2015-08-20 17:57,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgW pic.twitter.com/y4qCIYvtaZ",,@TampaElectric,#WeAreALLTampaBay,"634484306300260352",https://twitter.com/RealDaveT/status/634484306300260352
MadHatCat3,2015-08-20 17:57,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVhc pic.twitter.com/pRTXc7EcuA",,@TampaElectric,#WeAreALLTampaBay,"634484301845954560",https://twitter.com/MadHatCat3/status/634484301845954560
lisahansen990,2015-08-20 17:54,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVbv pic.twitter.com/YiXTpzXEDI",,@TampaElectric,#WeAreALLTampaBay,"634483548863483904",https://twitter.com/lisahansen990/status/634483548863483904
Sophisticates_,2015-08-20 17:54,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVhJ pic.twitter.com/7bRE029IcW",,@TampaElectric,#WeAreALLTampaBay,"634483548842524672",https://twitter.com/Sophisticates_/status/634483548842524672
cspruitt,2015-08-20 17:51,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVdd pic.twitter.com/voiO1Mlfco",,@TampaElectric,#WeAreALLTampaBay,"634482791246360576",https://twitter.com/cspruitt/status/634482791246360576
HollyJeanTampa,2015-08-20 17:43,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVcR pic.twitter.com/XxAF7T3igH",,@TampaElectric,#WeAreALLTampaBay,"634480781369413632",https://twitter.com/HollyJeanTampa/status/634480781369413632
LionSoutherland,2015-08-20 17:42,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVbZ pic.twitter.com/neg9P6aeYl",,@TampaElectric,#WeAreALLTampaBay,"634480775417741312",https://twitter.com/LionSoutherland/status/634480775417741312
Uniqueclothing,2015-08-20 17:40,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVdg pic.twitter.com/nbMUkmkIM2",,@TampaElectric,#WeAreALLTampaBay,"634480026214363137",https://twitter.com/Uniqueclothing/status/634480026214363137
KissesForUsAll,2015-08-20 17:37,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVcx pic.twitter.com/Gb5b9dro5c",,@TampaElectric,#WeAreALLTampaBay,"634479517923459072",https://twitter.com/KissesForUsAll/status/634479517923459072
terryhiggins651,2015-08-20 17:34,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgV pic.twitter.com/Bs5htuVhrO",,@TampaElectric,#WeAreALLTampaBay,"634478514276835328",https://twitter.com/terryhiggins651/status/634478514276835328
chellalicious23,2015-08-20 17:34,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVg8 pic.twitter.com/eqjgnkSZTB",,@TampaElectric,#WeAreALLTampaBay,"634478512230039552",https://twitter.com/chellalicious23/status/634478512230039552
mikelimo2015,2015-08-20 17:32,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVbp pic.twitter.com/Y0Nl1bdfj6",,@TampaElectric,#WeAreALLTampaBay,"634478012147343360",https://twitter.com/mikelimo2015/status/634478012147343360
timmywatts7645,2015-08-20 17:32,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVfB pic.twitter.com/vyUDjuKeYh",,@TampaElectric,#WeAreALLTampaBay,"634478010046005248",https://twitter.com/timmywatts7645/status/634478010046005248
mselizann,2015-08-20 17:31,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVdk pic.twitter.com/dQZ5idfZzD",,@TampaElectric,#WeAreALLTampaBay,"634477758547132416",https://twitter.com/mselizann/status/634477758547132416
CPatiencegray,2015-08-20 17:26,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVcV pic.twitter.com/aUk33kfVGI",,@TampaElectric,#WeAreALLTampaBay,"634476500536922112",https://twitter.com/CPatiencegray/status/634476500536922112
AtHomeInTampa,2015-08-20 17:16,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVbR pic.twitter.com/bgKnV774um",,@TampaElectric,#WeAreALLTampaBay,"634474233834414081",https://twitter.com/AtHomeInTampa/status/634474233834414081
burgmissy,2015-08-20 17:13,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVf0 pic.twitter.com/b1xw4XK4Fa",,@TampaElectric,#WeAreALLTampaBay,"634473233190912000",https://twitter.com/burgmissy/status/634473233190912000
Sckittle,2015-08-20 17:12,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bZvv pic.twitter.com/GThr6zWQzo",,@TampaElectric,#WeAreALLTampaBay,"634473155034263552",https://twitter.com/Sckittle/status/634473155034263552
SweepstakesKD,2015-08-20 17:11,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVb2 pic.twitter.com/i0YGwANJdA",,@TampaElectric,#WeAreALLTampaBay,"634472728402259968",https://twitter.com/SweepstakesKD/status/634472728402259968
Joanpenfold,2015-08-20 17:11,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVfF pic.twitter.com/lFicZba7yX",,@TampaElectric,#WeAreALLTampaBay,"634472725403279360",https://twitter.com/Joanpenfold/status/634472725403279360
AndrewS17993920,2015-08-20 17:10,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVcC pic.twitter.com/jbVZr0IRC0",,@TampaElectric,#WeAreALLTampaBay,"634472474592194560",https://twitter.com/AndrewS17993920/status/634472474592194560
GadgitKids,2015-08-20 17:09,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVc2 pic.twitter.com/QdFFzQvfQM",,@TampaElectric,#WeAreALLTampaBay,"634472471576641536",https://twitter.com/GadgitKids/status/634472471576641536
amyd16323,2015-08-20 17:02,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVbQ pic.twitter.com/WJgAM5oiNQ",,@TampaElectric,#WeAreALLTampaBay,"634470471417884672",https://twitter.com/amyd16323/status/634470471417884672
Carrico1214,2015-08-20 16:58,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVfq pic.twitter.com/aWN3WSlxY3",,@TampaElectric,#WeAreALLTampaBay,"634469702652313600",https://twitter.com/Carrico1214/status/634469702652313600
fab_galz,2015-08-20 16:56,0,0,"Tampa Electric to Build Largest Solar Array in Region #WeAreALLTampaBay @TampaElectric - http:// sot.ag/4bVgv pic.twitter.com/LJDyHOkNSe",,@TampaElectric,#WeAreALLTampaBay,"634468954539470848",https://twitter.com/fab_galz/status/634468954539470848
